,出现次数,召回率,查准率,f1-score
adidas-凉拖鞋,2.0,1.0,0.6667,0.8
hard_rock_cafe-马克杯,2.0,0.0,0.0,0.0
spongebob_squarepants-短袖T恤,2.0,1.0,1.0,1.0
one_piece-马克杯,2.0,0.0,0.0,0.0
sofia_the_first-运动鞋,2.0,0.0,0.0,0.0
adidas-男士背心,2.0,1.0,1.0,1.0
napapijri-短袖Polo衫,2.0,0.0,0.0,0.0
fendi-发箍,2.0,1.0,1.0,1.0
mickey_mouse-三星手机保护壳/套,2.0,1.0,1.0,1.0
sonic-套装（不包含爬服类）,2.0,0.0,0.0,0.0
donald_duck-现代装饰画,2.0,1.0,1.0,1.0
adidas-男运动中长裤、短裤,2.0,1.0,0.6667,0.8
sonic-连身衣/爬服/哈衣,2.0,0.0,0.0,0.0
vans-短袖T恤,2.0,1.0,1.0,1.0
mickey_mouse-休闲鞋,2.0,1.0,1.0,1.0
the_north_face-无模特套装,2.0,1.0,1.0,1.0
napapijri-坎肩T恤,2.0,0.0,0.0,0.0
giuseppe_zanotti-乐福鞋,2.0,0.5,1.0,0.6667
supreme-时尚/休闲套装,2.0,1.0,1.0,1.0
air_jordan-休闲长裤,2.0,0.0,0.0,0.0
garfield-马克杯,2.0,0.0,0.0,0.0
garfield-苹果手机保护壳/套,2.0,0.0,0.0,0.0
burberry-其他领型卫衣,2.0,1.0,1.0,1.0
microsoft-马克杯,2.0,0.0,0.0,0.0
mizuno-男士背心,2.0,1.0,1.0,1.0
napapijri-Polo衫,2.0,0.0,0.0,0.0
mickey_mouse-鸭舌帽,2.0,1.0,1.0,1.0
dolce_gabbana-男运动中长裤、短裤,2.0,1.0,1.0,1.0
the_north_face-外穿背心/吊带,2.0,1.0,1.0,1.0
spiderman-其他手机保护壳/套,2.0,1.0,1.0,1.0
supreme-板鞋,2.0,1.0,0.5,0.6667
noah-圆领卫衣,2.0,0.0,0.0,0.0
noah-短袖T恤,2.0,0.0,0.0,0.0
paris_saint_germain-短袖T恤,2.0,1.0,1.0,1.0
sofia_the_first-皮鞋,2.0,0.0,0.0,0.0
nike-其它手办,2.0,1.0,0.2857,0.4444
snoopy-马克杯,2.0,0.5,1.0,0.6667
donald_duck-连衣裙,2.0,1.0,0.5,0.6667
supreme-休闲皮鞋,2.0,1.0,0.2222,0.3636
goyard-斜挎小包,2.0,1.0,1.0,1.0
diablo-马克杯,2.0,0.0,0.0,0.0
doraemon-睡裙,2.0,0.0,0.0,0.0
burberry-外穿背心/吊带,2.0,1.0,0.6667,0.8
paw_patrol-笔记本个性小贴纸,2.0,1.0,0.6667,0.8
goyard-单肩包,2.0,1.0,1.0,1.0
golds_gym-男运动t恤,2.0,0.0,0.0,0.0
paw_patrol-气球,2.0,1.0,1.0,1.0
diadora-坎肩T恤,2.0,0.0,0.0,0.0
naruto-帆布鞋,2.0,0.0,0.0,0.0
one_piece-耳机配件,2.0,0.0,0.0,0.0
dickies-无模特套装,2.0,1.0,1.0,1.0
fc_bayern_munchen-短袖Polo衫,2.0,1.0,1.0,1.0
fc_bayern_munchen-短袖T恤,2.0,1.0,1.0,1.0
paw_patrol-套装（不包含爬服类）,2.0,1.0,0.1333,0.2353
dickies-腰包/胸包,2.0,1.0,1.0,1.0
supreme-女士跑步鞋,2.0,1.0,0.5,0.6667
supreme-帆布鞋,2.0,1.0,0.6667,0.8
golden_goose-男式板鞋,2.0,1.0,0.5,0.6667
snoopy-无模特套装,2.0,1.0,1.0,1.0
nike-靴子,2.0,0.5,0.0114,0.0222
disney-苹果手机保护壳/套,2.0,1.0,0.25,0.4
michael_kors-石英表,2.0,1.0,0.6667,0.8
van_cleef_arpels-发夹,2.0,0.5,1.0,0.6667
donald_duck-马克杯,2.0,1.0,0.6667,0.8
adidas-男士健身衣,2.0,1.0,1.0,1.0
brazil-马克杯,2.0,0.0,0.0,0.0
the_north_face-男式板鞋,2.0,0.0,0.0,0.0
mickey_mouse-项链,2.0,0.5,1.0,0.6667
disney_goofy-短袖T恤,2.0,0.0,0.0,0.0
fred-项链,2.0,0.0,0.0,0.0
fila-男士跑步鞋,2.0,1.0,0.1818,0.3077
fendi-男式板鞋,2.0,1.0,0.1333,0.2353
disney_princess-其它节庆用品,2.0,0.0,0.0,0.0
adidas-西装,2.0,1.0,1.0,1.0
mickey_mouse-手表,2.0,1.0,1.0,1.0
disney_tinker_bell-平板电脑保护套/壳,2.0,0.0,0.0,0.0
tapout-短袖T恤,2.0,0.0,0.0,0.0
fila-套装（不包含爬服类）,2.0,1.0,1.0,1.0
squirtle-其它手办,2.0,0.5,1.0,0.6667
off_white-墨镜,2.0,0.5,1.0,0.6667
winnie_the_pooh-睡裙,2.0,0.0,0.0,0.0
winnie_the_pooh-短袖T恤,2.0,0.5,1.0,0.6667
winnie_the_pooh-耳机配件,2.0,0.0,0.0,0.0
winnie_the_pooh-马克杯,2.0,0.5,1.0,0.6667
fendi-短袖Polo衫,2.0,1.0,1.0,1.0
star_wars-其它手办,2.0,1.0,1.0,1.0
disney_princess-连衣裙,2.0,0.0,0.0,0.0
ferrari-男士跑步鞋,2.0,1.0,1.0,1.0
off_white-女士跑步鞋,2.0,1.0,0.5,0.6667
palm_angels-时尚拖鞋,2.0,1.0,0.5,0.6667
valentino-墨镜,2.0,1.0,0.6667,0.8
ferrari-夹克/外套,2.0,1.0,1.0,1.0
ferrari-墨镜,2.0,1.0,1.0,1.0
ferrari-休闲鞋,2.0,1.0,0.6667,0.8
ferrari-休闲短裤,2.0,1.0,1.0,1.0
off_white-宠物服装/雨衣,2.0,1.0,1.0,1.0
mickey_mouse-短裤（非牛仔）,2.0,1.0,1.0,1.0
palm_angels-Polo衫,2.0,1.0,1.0,1.0
starbucks-马克杯,2.0,1.0,1.0,1.0
stefano_ricci-手拿包,2.0,0.0,0.0,0.0
fila-男士内裤,2.0,1.0,0.6667,0.8
fila-短袖T恤,2.0,1.0,1.0,1.0
paris_saint_germain-短袖Polo衫,2.0,1.0,1.0,1.0
tesla-男士背心,2.0,0.0,0.0,0.0
fendi-手镯,2.0,1.0,1.0,1.0
dolce_gabbana-墨镜,2.0,1.0,1.0,1.0
burberry-衬衫,2.0,1.0,0.4,0.5714
montblanc-手提包,2.0,0.0,0.0,0.0
mickey_mouse-连衣裙,2.0,1.0,0.5,0.6667
mickey_mouse-运动鞋,2.0,0.5,0.0833,0.1429
spiderman-现代装饰画,2.0,1.0,1.0,1.0
bugs_bunny-苹果手机保护壳/套,2.0,0.0,0.0,0.0
the_joker-马克杯,2.0,0.0,0.0,0.0
mickey_mouse-女士跑步鞋,2.0,1.0,1.0,1.0
mont_blanc-手拿包,2.0,0.0,0.0,0.0
fendi-欧美模特套装,2.0,1.0,0.2,0.3333
spiderman-运动鞋,2.0,1.0,1.0,1.0
oasis-马克杯,2.0,0.0,0.0,0.0
spiderman-马克杯,2.0,0.5,1.0,0.6667
fendi-比基尼,2.0,1.0,1.0,1.0
mickey_mouse-家居服套装,2.0,1.0,1.0,1.0
vans-无模特套装,2.0,1.0,1.0,1.0
fortnite-时尚/休闲套装,2.0,0.0,0.0,0.0
fendi-沙滩裤,2.0,1.0,1.0,1.0
fendi-牛仔长裤,2.0,0.0,0.0,0.0
mickey_mouse-宽沿帽/太阳帽,2.0,1.0,1.0,1.0
fortnite-坎肩T恤,2.0,0.0,0.0,0.0
fortnite-其它节庆用品,2.0,0.0,0.0,0.0
fendi-男士内裤,2.0,1.0,0.6667,0.8
moncler-防晒衣,2.0,1.0,1.0,1.0
louis_vuitton-两件套,2.0,0.5,0.5,0.5
disney_princess-三星手机保护壳/套,2.0,0.0,0.0,0.0
spongebob_squarepants-纹身贴,2.0,1.0,1.0,1.0
fc_barcelona-时尚/休闲套装,2.0,0.0,0.0,0.0
goyard-卡包,2.0,1.0,1.0,1.0
graff-手镯,2.0,0.0,0.0,0.0
yves_saint_laurent-外穿背心/吊带,2.0,1.0,1.0,1.0
peppa_pig-贴纸/贴画,2.0,1.0,1.0,1.0
black_pink-马克杯,2.0,0.0,0.0,0.0
thom_browne-方向盘套,2.0,1.0,1.0,1.0
coca_cola-短袖T恤,2.0,1.0,0.6667,0.8
sesame_street-其他收纳包,2.0,0.0,0.0,0.0
gucci-机械表,2.0,1.0,0.6667,0.8
versace-夹克/外套,2.0,1.0,0.5,0.6667
under_armour-男运动长裤,2.0,1.0,1.0,1.0
gucci-比基尼,2.0,1.0,0.6667,0.8
nike-男运动套装,2.0,1.0,0.5,0.6667
nba-床品套件/四件套/多件套,2.0,1.0,1.0,1.0
super_mario-纹身贴,2.0,1.0,1.0,1.0
saudi_arabia-苹果手机保护壳/套,2.0,0.0,0.0,0.0
versace-女士上衣,2.0,1.0,0.0952,0.1739
minnie_mouse-耳机配件,2.0,0.0,0.0,0.0
dumbo-马克杯,2.0,1.0,1.0,1.0
peppa_pig-贴纸,2.0,1.0,1.0,1.0
bvlgari-耳环,2.0,0.0,0.0,0.0
aeronautica_militare-短袖Polo衫,2.0,0.0,0.0,0.0
thom_browne-手拿包,2.0,0.0,0.0,0.0
thom_browne-床品套件/四件套/多件套,2.0,0.0,0.0,0.0
nasa-马克杯,2.0,1.0,1.0,1.0
sesame_street-凉鞋,2.0,0.0,0.0,0.0
versace-凉鞋,2.0,1.0,0.125,0.2222
adidas-户外手套,2.0,0.5,1.0,0.6667
dragon_ball-短袖T恤,2.0,0.5,1.0,0.6667
comme_des_garcons-贴纸,2.0,0.0,0.0,0.0
versace-凉拖鞋,2.0,1.0,0.6667,0.8
doraemon-项链,2.0,0.0,0.0,0.0
ellesse-Polo衫,2.0,1.0,1.0,1.0
versace-低跟凉鞋,2.0,1.0,0.6667,0.8
mcdonalds-马克杯,2.0,0.0,0.0,0.0
coach-子母包,2.0,1.0,0.6667,0.8
super_mario-T恤,2.0,1.0,1.0,1.0
salvatore_ferragamo-正装皮鞋,2.0,0.0,0.0,0.0
chrome_hearts-男士背包,2.0,1.0,1.0,1.0
versace-拖鞋,2.0,1.0,1.0,1.0
valentino-短袖T恤,2.0,1.0,0.6667,0.8
gucci-连衣裙,2.0,1.0,0.2857,0.4444
gucci-钥匙扣,2.0,1.0,0.2222,0.3636
minnie_mouse-连衣裙,2.0,0.0,0.0,0.0
nerds-马克杯,2.0,0.0,0.0,0.0
gucci-男运动中长裤、短裤,2.0,1.0,0.5,0.6667
thom_browne-长袖衬衫,2.0,0.0,0.0,0.0
batman-现代装饰画,2.0,0.5,1.0,0.6667
drew-连帽卫衣,2.0,0.0,0.0,0.0
versace-斜挎小包,2.0,1.0,0.0435,0.0833
chrome_hearts-手链,2.0,1.0,0.6667,0.8
dsquared2-打底裤,2.0,1.0,1.0,1.0
pepsi-男式板鞋,2.0,1.0,1.0,1.0
pepsi-男士跑步鞋,2.0,1.0,0.6667,0.8
yves_saint_laurent-套装（不包含爬服类）,2.0,1.0,1.0,1.0
thom_browne-苹果手机保护壳/套,2.0,0.0,0.0,0.0
adidas-坎肩T恤,2.0,1.0,1.0,1.0
samsung-三星手机保护壳/套,2.0,1.0,0.0385,0.0741
pepsi-套装（不包含爬服类）,2.0,1.0,1.0,1.0
dsquared2-鸭舌帽,2.0,1.0,1.0,1.0
maserati-靴子,2.0,0.0,0.0,0.0
gucci-短靴,2.0,1.0,0.4,0.5714
adidas-坡跟凉鞋,2.0,1.0,0.6667,0.8
miu_miu-乐福鞋/单鞋,2.0,1.0,0.4,0.5714
thom_browne-皮鞋,2.0,0.0,0.0,0.0
maybelline-唇膏/口红,2.0,0.0,0.0,0.0
coach-卡包,2.0,1.0,1.0,1.0
sandisk-U盘,2.0,0.0,0.0,0.0
celine-拎包/手提包,2.0,1.0,0.25,0.4
versace-休闲长裤,2.0,0.0,0.0,0.0
thom_browne-女式板鞋,2.0,0.5,1.0,0.6667
daiwa-休闲长裤,2.0,1.0,1.0,1.0
gucci-A型连衣裙,2.0,1.0,0.1429,0.25
boy_london-夹克/外套,2.0,1.0,1.0,1.0
mercedes_benz-现代装饰画,2.0,1.0,1.0,1.0
crayon_shin_chan-时尚/休闲套装,2.0,0.0,0.0,0.0
shaun_the_sheep-吸管杯,2.0,0.5,1.0,0.6667
crayon_shin_chan-耳机配件,2.0,0.0,0.0,0.0
off_white-苹果手机保护壳/套,2.0,1.0,1.0,1.0
bvlgari-手镯,2.0,0.5,1.0,0.6667
bottega_veneta-套装（不包含爬服类）,2.0,1.0,1.0,1.0
nasa-夹克/外套,2.0,1.0,1.0,1.0
shaun_the_sheep-电动牙刷,2.0,0.0,0.0,0.0
gucci-其他手机保护壳/套,2.0,1.0,0.125,0.2222
shaun_the_sheep-儿童餐具,2.0,0.5,1.0,0.6667
dallas_cowboys-时尚/休闲套装,2.0,1.0,1.0,1.0
gucci-H型连衣裙,2.0,1.0,1.0,1.0
essentials-短袖Polo衫,2.0,1.0,1.0,1.0
dc_shoes-坎肩T恤,2.0,0.0,0.0,0.0
shaun_the_sheep-零钱包,2.0,0.5,1.0,0.6667
daniel_wellington-机械表,2.0,1.0,1.0,1.0
the_rolling_stones-马克杯,2.0,1.0,1.0,1.0
bottega_veneta-短靴,2.0,1.0,1.0,1.0
mercedes_benz-车模,2.0,1.0,1.0,1.0
gucci-两件套,2.0,1.0,0.5,0.6667
thom_browne-乐福鞋,2.0,0.5,1.0,0.6667
essentials-Polo衫,2.0,1.0,1.0,1.0
superman-男运动卫衣/套头衫,2.0,0.0,0.0,0.0
converse-时尚/休闲套装,2.0,1.0,1.0,1.0
converse-厚底凉鞋,2.0,1.0,1.0,1.0
thom_browne-套装（不包含爬服类）,2.0,0.0,0.0,0.0
the_rolling_stones-短袖T恤,2.0,1.0,0.1538,0.2667
gucci-女装卫衣,2.0,1.0,0.6667,0.8
versace-休闲裤,2.0,1.0,0.3333,0.5
converse-女式板鞋,2.0,1.0,0.6667,0.8
bvlgari-框架眼镜,2.0,1.0,1.0,1.0
emoji-套装（不包含爬服类）,2.0,0.0,0.0,0.0
aeronautica_militare-短袖T恤,2.0,0.0,0.0,0.0
nike-连帽卫衣,2.0,1.0,1.0,1.0
thom_browne-儿童袜子(0-16岁),2.0,0.0,0.0,0.0
peaceminusone-T恤,2.0,0.0,0.0,0.0
bottega_veneta-休闲短裤,2.0,0.5,1.0,0.6667
nasa-现代装饰画,2.0,1.0,1.0,1.0
green_bay_packers-鸭舌帽,2.0,1.0,1.0,1.0
paw_patrol-连身衣/爬服/哈衣,2.0,1.0,0.2,0.3333
bvlgari-机械表,2.0,1.0,1.0,1.0
mercedes_benz-时尚/休闲套装,2.0,1.0,1.0,1.0
yves_saint_laurent-衬衫,1.0,1.0,0.25,0.4
off_white-篮球鞋,1.0,0.0,0.0,0.0
yamaha-帽子,1.0,0.0,0.0,0.0
off_white-拎包/手提包,1.0,1.0,1.0,1.0
one_piece-鼠标垫/贴/腕垫,1.0,0.0,0.0,0.0
xiaomi-耳机(麦),1.0,0.0,0.0,0.0
one_piece-男式板鞋,1.0,0.0,0.0,0.0
yoda-贴纸/贴画,1.0,1.0,1.0,1.0
oreo-钥匙扣,1.0,0.0,0.0,0.0
one_piece-笔记本个性小贴纸,1.0,0.0,0.0,0.0
olympique_marseille-时尚/休闲套装,1.0,0.0,0.0,0.0
one_piece-床品套件/四件套/多件套,1.0,0.0,0.0,0.0
yves_saint_laurent-短袖T恤,1.0,1.0,1.0,1.0
yves_saint_laurent-现代装饰画,1.0,1.0,1.0,1.0
oklahoma_city_thunder-男运动中长裤、短裤,1.0,1.0,1.0,1.0
nike-女袜,1.0,1.0,0.1667,0.2857
yoda-手机贴纸,1.0,1.0,1.0,1.0
off_white-靴子,1.0,0.0,0.0,0.0
off_white-短袖Polo衫,1.0,1.0,1.0,1.0
wwe-马克杯,1.0,0.0,0.0,0.0
pokemon-唇膏/口红,1.0,1.0,1.0,1.0
nike-家居凉拖鞋,1.0,0.0,0.0,0.0
one_piece-人偶/摆件/硬体公仔,1.0,0.0,0.0,0.0
pokemon-儿童袜子(0-16岁),1.0,0.0,0.0,0.0
xmen-马克杯,1.0,0.0,0.0,0.0
xxxtentacion-马克杯,1.0,0.0,0.0,0.0
yellowstone-休闲短裤,1.0,0.0,0.0,0.0
yves_saint_laurent-胸针,1.0,1.0,1.0,1.0
pokemon-凉拖鞋,1.0,1.0,1.0,1.0
one_piece-凉拖鞋,1.0,0.0,0.0,0.0
pokemon-头巾/头套,1.0,0.0,0.0,0.0
one_piece-车挂,1.0,0.0,0.0,0.0
pokemon-动漫毛绒/抱枕/坐垫,1.0,1.0,1.0,1.0
yoda-时尚/休闲套装,1.0,0.0,0.0,0.0
one_piece-宣传单/海报/说明书,1.0,0.0,0.0,0.0
xiaomi-智能眼镜,1.0,0.0,0.0,0.0
nike-家居拖鞋,1.0,1.0,1.0,1.0
off_white-欧美模特套装,1.0,1.0,0.5,0.6667
philadelphia_76ers-男运动t恤,1.0,1.0,1.0,1.0
playstation-游戏手柄,1.0,1.0,1.0,1.0
philips-遥控器,1.0,0.0,0.0,0.0
nike-西装,1.0,1.0,1.0,1.0
pink_floyd-短袖T恤,1.0,0.0,0.0,0.0
pink_panther-T恤,1.0,0.0,0.0,0.0
yves_saint_laurent-休闲短裤,1.0,1.0,1.0,1.0
pink_panther-时尚拖鞋,1.0,0.0,0.0,0.0
pink_panther-短袖T恤,1.0,0.0,0.0,0.0
pittsburgh_penguins-戒指/指环,1.0,0.0,0.0,0.0
winnie_the_pooh-单肩包,1.0,1.0,1.0,1.0
nike-欧美模特套装,1.0,1.0,0.0625,0.1176
nike-连身衣/爬服/哈衣,1.0,1.0,0.5,0.6667
nike-长袖T恤,1.0,1.0,1.0,1.0
paw_patrol-连衣裙,1.0,1.0,0.1667,0.2857
paw_patrol-背心吊带,1.0,1.0,1.0,1.0
pittsburgh_steelers-连身衣/爬服/哈衣,1.0,1.0,1.0,1.0
winnie_the_pooh-套装（不包含爬服类）,1.0,1.0,0.5,0.6667
nike-防晒袖套,1.0,1.0,0.5,0.6667
we_bare_bears-短袖T恤,1.0,0.0,0.0,0.0
winnie_the_pooh-女士睡衣/家居服套装,1.0,0.0,0.0,0.0
we_bare_bears-套装（不包含爬服类）,1.0,0.0,0.0,0.0
paw_patrol-帽子,1.0,1.0,1.0,1.0
yves_saint_laurent-彩色太阳镜,1.0,1.0,1.0,1.0
peanuts-苹果手机保护壳/套,1.0,0.0,0.0,0.0
yves_saint_laurent-宽沿帽/太阳帽,1.0,0.0,0.0,0.0
winnie_the_pooh-家居服套装,1.0,1.0,1.0,1.0
peppa_pig-休闲鞋,1.0,1.0,0.5,0.6667
pepsi-马克杯,1.0,1.0,1.0,1.0
pepsi-苹果手机保护壳/套,1.0,1.0,1.0,1.0
philadelphia_76ers-男运动中长裤、短裤,1.0,1.0,1.0,1.0
philadelphia_76ers-短袖T恤,1.0,1.0,1.0,1.0
yves_saint_laurent-女士睡衣/家居服套装,1.0,1.0,1.0,1.0
winnie_the_pooh-其他DIY饰品配件,1.0,0.0,0.0,0.0
nike-男士篮球服,1.0,1.0,0.5,0.6667
philadelphia_eagles-时尚/休闲套装,1.0,1.0,0.5,0.6667
nike-男运动t恤,1.0,1.0,0.1667,0.2857
yves_saint_laurent-女装卫衣,1.0,1.0,1.0,1.0
pepsi-休闲短裤,1.0,1.0,1.0,1.0
winnie_the_pooh-T恤,1.0,1.0,0.5,0.6667
philipp_plein-时尚/休闲套装,1.0,1.0,1.0,1.0
philipp_plein-时尚拖鞋,1.0,1.0,1.0,1.0
peppa_pig-浴室用品配件,1.0,1.0,1.0,1.0
peppa_pig-小夜灯,1.0,1.0,1.0,1.0
peppa_pig-其它驾车个人用品,1.0,1.0,1.0,1.0
yves_saint_laurent-卡包,1.0,1.0,1.0,1.0
philips-投影仪,1.0,0.0,0.0,0.0
philips-有线鼠标,1.0,0.0,0.0,0.0
nike-耳钉,1.0,1.0,0.5,0.6667
nike-棉布短裤,1.0,1.0,1.0,1.0
washington_redskins-马克杯,1.0,1.0,1.0,1.0
vogue-鸭舌帽,1.0,0.0,0.0,0.0
playboy-项链,1.0,1.0,0.1,0.1818
paris_saint_germain-男运动长裤,1.0,1.0,1.0,1.0
winnie_the_pooh-情侣家居服套装,1.0,0.0,0.0,0.0
nutella-马克杯,1.0,0.0,0.0,0.0
oakland_raiders-时尚/休闲套装,1.0,1.0,1.0,1.0
paris_saint_germain-男运动套装,1.0,1.0,1.0,1.0
volkswagen-短袖Polo衫,1.0,0.0,0.0,0.0
winnie_the_pooh-现代装饰画,1.0,0.0,0.0,0.0
paris_saint_germain-床品套件/四件套/多件套,1.0,1.0,1.0,1.0
playstation-PS电子游戏,1.0,1.0,1.0,1.0
paris_saint_germain-休闲长裤,1.0,1.0,1.0,1.0
paris_saint_germain-Polo衫,1.0,1.0,1.0,1.0
volkswagen-现代装饰画,1.0,0.0,0.0,0.0
nike-床品套件/四件套/多件套,1.0,1.0,0.0714,0.1333
off_white-其它运动鞋,1.0,0.0,0.0,0.0
yves_saint_laurent-S型连衣裙,1.0,1.0,0.3333,0.5
volkswagen-汽车装饰贴,1.0,0.0,0.0,0.0
winnie_the_pooh-衬衫,1.0,0.0,0.0,0.0
nike-帆布鞋,1.0,1.0,0.0769,0.1429
palm_angels-牛仔外套,1.0,1.0,1.0,1.0
playstation-手柄,1.0,1.0,1.0,1.0
off_white-彩色太阳镜,1.0,0.0,0.0,0.0
norway-马克杯,1.0,0.0,0.0,0.0
yves_saint_laurent-乐福鞋/单鞋,1.0,1.0,1.0,1.0
washington_capitals-马克杯,1.0,0.0,0.0,0.0
playboy-纹身贴,1.0,1.0,1.0,1.0
paw_patrol-凉鞋,1.0,1.0,0.25,0.4
yves_saint_laurent-手提包,1.0,1.0,1.0,1.0
nike-项链,1.0,0.0,0.0,0.0
playboy-凉拖鞋,1.0,1.0,0.3333,0.5
paw_patrol-仿真/动物玩偶,1.0,1.0,1.0,1.0
warhammer-马克杯,1.0,0.0,0.0,0.0
warcraft-马克杯,1.0,0.0,0.0,0.0
volvo-短袖Polo衫,1.0,0.0,0.0,0.0
volkswagen-马克杯,1.0,0.0,0.0,0.0
volkswagen-短袖T恤,1.0,0.0,0.0,0.0
playboy-凉鞋,1.0,1.0,0.1429,0.25
philadelphia_76ers-男士运动背心,1.0,1.0,1.0,1.0
yves_saint_laurent-斜挎包,1.0,1.0,1.0,1.0
playboy-时尚/休闲套装,1.0,1.0,1.0,1.0
patrick_star-苹果手机保护壳/套,1.0,0.0,0.0,0.0
nintendo-游戏掌机,1.0,1.0,1.0,1.0
playboy-牛仔长裤,1.0,1.0,0.5,0.6667
nirvana-连衣裙,1.0,1.0,0.5,0.6667
patek_philippe-时尚/休闲套装,1.0,1.0,1.0,1.0
patagonia-短袖T恤,1.0,0.0,0.0,0.0
nivea-沐浴露,1.0,0.0,0.0,0.0
paul_frank-时尚/休闲套装,1.0,1.0,1.0,1.0
saudi_arabia-T恤,1.0,0.0,0.0,0.0
pokemon-家居袍/睡袍,1.0,1.0,1.0,1.0
tesla-Polo衫,1.0,0.0,0.0,0.0
teenage_mutant_ninja_turtles-家居服套装,1.0,1.0,1.0,1.0
tee_turtle-摆件,1.0,0.0,0.0,0.0
tee_turtle-其它罩类/套类,1.0,0.0,0.0,0.0
tapout-男士背心,1.0,0.0,0.0,0.0
tampa_bay_buccaneers-马克杯,1.0,0.0,0.0,0.0
tampa_bay_buccaneers-戒指/指环,1.0,0.0,0.0,0.0
tag_heuer-现代装饰画,1.0,1.0,1.0,1.0
tag_heuer-机械表,1.0,1.0,1.0,1.0
swarovski-项链,1.0,1.0,0.125,0.2222
swarovski-耳钉,1.0,1.0,1.0,1.0
swarovski-手镯,1.0,1.0,1.0,1.0
swarovski-手表礼盒,1.0,1.0,1.0,1.0
swarovski-女士上衣,1.0,1.0,0.5,0.6667
supreme-马克杯,1.0,1.0,0.25,0.4
supreme-通用座垫,1.0,1.0,1.0,1.0
supreme-耳环,1.0,1.0,1.0,1.0
supreme-笔记本个性小贴纸,1.0,1.0,1.0,1.0
valentino-平底凉鞋,1.0,1.0,1.0,1.0
supreme-海贼王手办专区,1.0,1.0,1.0,1.0
valentino-拎包/手提包,1.0,1.0,0.25,0.4
supreme-挂毯/壁毯,1.0,1.0,1.0,1.0
teenage_mutant_ninja_turtles-马克杯,1.0,0.0,0.0,0.0
tesla-短袖Polo衫,1.0,0.0,0.0,0.0
pokemon-手机贴纸,1.0,1.0,1.0,1.0
tesla-车模,1.0,0.0,0.0,0.0
the_north_face-登山鞋/徒步鞋,1.0,1.0,1.0,1.0
the_north_face-男运动长裤,1.0,1.0,1.0,1.0
the_north_face-男士塑身上衣,1.0,1.0,1.0,1.0
the_north_face-男士健身衣,1.0,1.0,1.0,1.0
the_north_face-沙滩裤,1.0,1.0,1.0,1.0
the_north_face-床品套件/四件套/多件套,1.0,1.0,1.0,1.0
the_north_face-女装卫衣,1.0,1.0,1.0,1.0
the_north_face-女士上衣,1.0,1.0,1.0,1.0
the_north_face-套装（不包含爬服类）,1.0,1.0,1.0,1.0
the_north_face-休闲长裤,1.0,1.0,1.0,1.0
the_north_face-休闲短裤,1.0,1.0,1.0,1.0
valentino-凉鞋,1.0,1.0,0.0833,0.1538
the_little_mermaid-马克杯,1.0,0.0,0.0,0.0
the_little_mermaid-分体泳衣,1.0,0.0,0.0,0.0
the_king_lion-马克杯,1.0,0.0,0.0,0.0
the_king_lion-贴纸/贴画,1.0,1.0,1.0,1.0
the_king_lion-笔记本个性小贴纸,1.0,1.0,1.0,1.0
the_king_lion-时尚拖鞋,1.0,0.0,0.0,0.0
the_king_lion-女士睡衣/家居服套装,1.0,0.0,0.0,0.0
the_joker-现代装饰画,1.0,0.0,0.0,0.0
the_fast_and_the_furious-马克杯,1.0,0.0,0.0,0.0
supreme-性感手办,1.0,1.0,1.0,1.0
supreme-床品套件/四件套/多件套,1.0,1.0,0.3333,0.5
supreme-夹克/外套,1.0,1.0,1.0,1.0
supreme-其它运动鞋,1.0,1.0,0.5,0.6667
stone_island-短袖衬衫,1.0,0.0,0.0,0.0
stone_island-男士背包,1.0,0.0,0.0,0.0
valentino-高跟凉鞋,1.0,1.0,0.2,0.3333
stone_island-沙滩裤,1.0,1.0,1.0,1.0
stone_island-斜挎包,1.0,0.0,0.0,0.0
van_cleef_arpels-三件套,1.0,1.0,1.0,1.0
van_cleef_arpels-墨镜,1.0,1.0,1.0,1.0
van_cleef_arpels-皮带/腰带,1.0,1.0,1.0,1.0
stitch-马克杯,1.0,0.0,0.0,0.0
stitch-餐具气球等其他聚会装饰,1.0,0.0,0.0,0.0
stitch-门把手套,1.0,1.0,1.0,1.0
van_cleef_arpels-皮鞋,1.0,1.0,1.0,1.0
van_cleef_arpels-脚链,1.0,1.0,1.0,1.0
stitch-贴纸,1.0,0.0,0.0,0.0
stitch-手机贴纸,1.0,1.0,1.0,1.0
vans-乐福鞋/单鞋,1.0,1.0,1.0,1.0
vans-休闲棒球服,1.0,1.0,1.0,1.0
stitch-中袖T恤,1.0,0.0,0.0,0.0
vans-夹克/外套,1.0,1.0,1.0,1.0
vans-女士跑步鞋,1.0,1.0,1.0,1.0
starbucks-其它仿真玩具,1.0,1.0,1.0,1.0
valentino-腰链,1.0,1.0,1.0,1.0
stranger_things-人偶/摆件/硬体公仔,1.0,0.0,0.0,0.0
stuart_weitzman-乐福鞋/单鞋,1.0,0.0,0.0,0.0
super_mario-装饰台灯,1.0,1.0,1.0,1.0
supreme-其它手办,1.0,1.0,0.5,0.6667
superman-鸭舌帽,1.0,0.0,0.0,0.0
superman-长袖T恤,1.0,0.0,0.0,0.0
superman-男式速干T恤,1.0,0.0,0.0,0.0
superman-宣传单/海报/说明书,1.0,0.0,0.0,0.0
superdry-时尚/休闲套装,1.0,1.0,1.0,1.0
